datetime,temperature_2m,relative_humidity_2m,pressure_msl,precipitation,rain,snowfall,wind_speed_10m,hour
2012-06-01 15:00:00+00:00,27.616001,42.31378,1015.4,0.0,0.0,0.0,16.595179,15
2013-06-01 15:00:00+00:00,24.166,42.612232,1013.0,0.0,0.0,0.0,5.2416787,15
2014-06-01 15:00:00+00:00,21.466,59.370285,1017.1,0.0,0.0,0.0,12.287555,15
2015-06-01 15:00:00+00:00,24.616001,41.755924,1018.2,0.0,0.0,0.0,13.339445,15
2016-06-01 15:00:00+00:00,20.066,69.28166,1016.4,0.0,0.0,0.0,12.43434,15
2017-06-01 15:00:00+00:00,25.598999,43.580402,1018.6,0.0,0.0,0.0,12.57426,15
2018-06-01 15:00:00+00:00,22.598999,70.88572,1018.8,0.0,0.0,0.0,7.491114,15
2019-06-01 15:00:00+00:00,26.049,41.059692,1020.2,0.0,0.0,0.0,14.587776,15
2020-06-01 15:00:00+00:00,21.899,72.57757,1016.3,0.0,0.0,0.0,7.8625183,15
2021-06-01 15:00:00+00:00,21.848999,68.087524,1013.0,0.1,0.1,0.0,12.387348,15
2022-06-01 15:00:00+00:00,25.749,61.525124,1014.1,0.0,0.0,0.0,12.641076,15
2023-06-01 15:00:00+00:00,20.049,77.27847,1015.1,0.0,0.0,0.0,2.16,15
2024-06-01 15:00:00+00:00,20.749,59.980484,1016.2,0.1,0.1,0.0,14.917212,15
